text,label
ಟೀವಿ ನೈನ್ ಕನ್ನಡದಲ್ಲಿ ಈ ವಿಚಾರ ತೋರಿಸಿದ್ದಾರೆ,0
RAKSHIT ABHIMAANIGALE!! Yaaru yaaru aa signature stepna try maadidiro illi like maadi!!,0
ಇದು ಚರಿತ್ರೆ ಸೃಸ್ಟಿಸೋ ಅವತಾರ,0
Super dance step,5
Idu cheritre shrustiso avatara,0
Kannada  s,5
@Manoj Prince yenu illa bro,0
Ajneesh u beauty,5
Wt a song,5
I too  join,5
Are bhai Yek dum phel diya,5
Osm voice sir,0
OUR Karnataka is great state in india,5
ಸ್ವಾಭಿಮಾನಿ ದೇವತ ಪುರುಷನ ಮಗ... ತಕ್ಕಂತೆ ಇದಾರೆ,0
Anyone after 10m like please,0
Pls Update Hindi version,5
ನಿನಕ್ಕೂ ತುಂಬಾ ಪ್ರಾಮಿಸಿಂಗ್ ಆಗಿದೆ ಟ್ರೈಲರ್.... ಟ್ರೈಲರ್ ನೋಡ್ತಾ ಇದ್ರೆ ಸಿನೆಮಾ ನೋಡಬೇಕು ಅಂತ ಅನ್ಸುತ್ತೆ... ಪ್ರಜ್ವಲ್ ಸಿನಿ ಲೈಫ್ ಗೆ ಟರ್ನಿಂಗ್ ಕೊಡೋ ತರ ಇದೆ.. ಒಳ್ಳೆಯದಾಗಲಿ ಜಂಟಲ್ ಮನ್ ಸಿನಿಮಾ ಟೀಮ್ ಗೆ ಹಾಗೂ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಗೆ....,0
Super Guru  l m full happy bro,0
Kera togondu odebeku nana magana,2
Shivaraj Shivu nnimm number kodri,0
Tukaram character yarige ista agide avru like madi,0
Anjali Devi super,5
ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಾತ್ರ,0
ನಿಮ್ಮ ಕನ್ನಡ ಬಳಕೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ.. ಈ ಸಿನಿಮಾ ಕುರಿತು  ನೀವು ಹೇಳಿದ ಮಾತುಗಳೆಲ್ಲವು ಅಕ್ಷರಶಃ ನಿಜ. ನಿರ್ದೇಶಕರ ಸೃಜನಶೀಲತೆ ಹಾಗೂ ಕಲಾತ್ಮಕತೆ ಎರಡೂ ತರ್ಕಕ್ಕೆ ನಿಲುಕದ್ದು,0
Super song 🥰🥰🥰🥰,0
nice video bro,5
D Boss ಅಭಿಮಾನಿಗಳಿಂದ all the best,0
Super guru. Chinage huttida sooleaklige saryagi hugididiya,1
ಯಾಕೋ ತುಲ್ಲೇ ತುಲ್ಲಲ್ಲಿ ಕಡಿತಾ ಇದಿಯಾ ಬೋಳಿಮಗನೇ... ಬಂದ್ರೆ ತುಲ್ಲರೆ ಹಾಕ್ತಿನಿ.... ನಿಮ್ಮ ಅವ್ವುನ್ ತುಲ್ಲಿಗೆ,1
Bro super neevu,0
Super edit anna,0
Aldh best for prk fans,5
Game name pls bro,5
Awesome movie sir,5
Nice togari tippa kathegalu,0
Hand's up,5
Yava game name,0
ಕೆ ಜಿ ಎ ಪ್ ಮುಗಿದ ಮಾೄಲ ಇದ  ಕನಡದ ಛರಿತ್ರೇ ಸಿನಿಮಾ,0
Movie release agli,0
ಗೆಳೆಯ ಚಿತ್ರದಲ್ಲಿ ಕಿಶೋರ್ ಜೊತೆಗಾರರಿಗೆ ಹೇಳುವ ಒಂದು ಡೈಲಾಗ್ ಇದೆ...ಹುಡುಗ ಬೇಕಾಗ್ತಾನೆ ಇಟ್ಕೊಳ್ರೋ...!n    Dynamic Prince is Back with Damn Look.,0
ನಿಮ್ಮ ಮಾತುಗಳು ಅಕ್ಷರಶಃ ಸತ್ಯ... ನಿಮ್ಮ ಈ ಸಾಮಾನ್ಯ ಜೀವನ ನೋಡಿ ಕುಷಿ ಆಯಿತು.,0
Super Amar prasad sir,5
@Manjumani Manjumani yes really sure,5
Masth guru sakadgi helidiya,0
I love India,5
All The Best For D Boyzzzzzz,5
Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte,0
ಕಮೂನಿಷ್ಟ ಸರ್ಕಾರವೇ ಒಳ್ಳೆಯದು ಅಲ್ಲಿ ರಾಜಕೀಯ ಇರಲ್ಲ ದೇಶದ ಅಭಿವೃದ್ಧಿ ಒಂದೇ ಗುರಿnನಮ್ಮ ದೇಶದ ಈ ಸ್ಥಿತಿಗೆ ಕಾರಣnn* ರಾಜಕಾರಣಿಯರು(ನೆಹರೂ ವಂಶಸ್ಥರು),3
Bro avru ellargu ista ..avru yavattu controversy madkondilla,4
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ,0
Super bro  agi roast madidira,0
ತುಂಬಾ  ಸಂತೋಷ ಆಯಿತು  ಸರ್  25 ವರ್ಷದ  ಹಿಂದೆ  ತೊಗರಿ ತಿಪ್ಪನ ಕತೆ  ಕೇಳಿದ್ದು  ನೆನಪಾಯಿತು,0
NkN  ಬೆಂಕಿ   song guru,0
Jai d boss,5
Nijavaglu Satya sir,0
ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮೆ ಇರಲಿ..nಹೀಗೆ support ಮಾಡ್ತೀರಿ ನಾನು ನಿಮಗೆ entertainment ಕೊಡ್ತಿರ್ತಿನಿ...nಹಾಗೆ instgram ಅಲ್ಲೂ ಕೂಡ follow ಮಾಡಿn,0
Idu talent ..,0
@ಕಿಚ್ಚನ ಹಾವಳಿ o reviews chennagiddru movie odlilla yakkapa other lamguagalli,0
Super  video  Bro l am support your  channel,5
Nija helbekandre ee song yako sync aagtilla movie trailer type ge....,4
Nane nam vasthu pradashnke bandidru gotha,2
Anna.   Thamma.   Janpada,0
Navu delet madi tumba dina aytu,0
Hands up..Hands up...tan tan Tanana..Chindi Guru Chindi..,0
Anoop Maladakar fudjg,0
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ all the ಬೇಸ್ಟ್,0
Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY,2
ಸಾರ್ ಟೈಟಲ್ ಕ್ಯಾಬ್ ನಲ್ಲಿ ಭಾವುಕರಾದ ಶಂಕರ್ ಅಂತ ಹಾಕಿ.nnView ಜಾಸ್ತಿ ಆಗಲು ಕಸರತ್ತು ಮಾಡದಿರಿ.nnಕಂಟೆಂಟ್ ಇದ್ದರೆ ಜನ ನೋಡ್ತಾರೆ.,0
@Sowjanya M.Y ha...sister,5
Nanu iga bekantale ...alisoke bande shakuntale ....mis u poo,0
@Nandi Parthasarathi ಮಿಂಡ್ರಿ,0
Super  songs,0
@christ anil nimmappa alvenro,4
Alla inta olle video gu dislike madtaralva avrige manaviyate manushyatva olle guna kuda illa ansutte.....enta swabhimani vyakti weekness na kuda strenth agi madkond swabhimani agi jeevna madtidaralva great sir....,0
Idu nijvaaglu cinema na illa sum sumne naa ? 🤔,3
@naveen v kudlu elladidre nindu tegedu kodu bvc ninna luccjanige handidu maasa kodu modalu baavali chalpat Singh side actor🤣🤣,2
ಆಯ್ಯ್ಯೋ...... ಈ ಹಾಡು ಹುಚ್ಚು ಹಿಡಿಸುತ್ತಿದೆ. ದಯವಿಟ್ಟು ಸಹಕರಿಸಿ ಗೆಳೆಯರೇ . ನಮ್ಮ industry  ಫುಲ್ ಬೆಳಿತಿದೆ. ನಾನು & ನನ್ನ frnds waitng for diz movie🤗🤗,0
ಸಾಹಿತ್ಯ ತುಂಬಾ ಚನ್ನಾಗಿದೆ. Dance ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. Bgm ಕೂಡ ಚನ್ನಾಗಿದೆ..,0
V CCC gihkhj,5
@Girija Ram ಹೌದು..,0
Padya baree sokundu shetre,0
Olle kannada song anthane helbahudhu,0
Ggggggggggggggggggggg song of 2019 to 2020 one like for 2020,5
@Syed Akbar yes bro,5
@Madhu Yadav havha,0
Bro ha dacchu su..... Maga you are super no 1 roaster,0
Togari tippa togari tippa.....sathvik sobarad,0
Sie good eveninig,5
Nija bro kolithiro kobbari mukha ne. Inthavrinda ne first minus India ge.,0
Ottinalli navu uddara,0
Masth maga u tube channel nalli obba hudugana voice thara ede,2
@punter 18 NJ,5
Yen huru helidiri super,0
D8055 Chakravarty... Rakshit innu Raaja,0
R.. R.. MADAR,5
@sumya kulkarni ಭ್ರಷ್ಟಾಚಾರ ಹೋಗೋದು ಕಠಿಣ ಕಾನೂನುಗಳಿಂದ.......ಅದಕ್ಕೆ ರಾಜಕೀಯ ಇಚ್ಚಾಶಕ್ತಿ ಬೇಕು.... ಈ ಕಳ್ಳ ಕಾಂಗ್ರೆಸ್ ನಮ್ಮ ದೇಶವನ್ನು ಹಾಳು ಮಾಡ್ತು,0
Kannada films going next level,5
ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು,0
@Sathish Soorgoli namdhu kolar guru,0
Nija 100%  but aswastama antta heg  kandiditare..,1
Promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir Karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಾಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir,0
kannada namjeeva rath,5
idella nodidre sarvadikarane sari ansutte. prajaprabhutdvalli 1000 bhrashtaru. sarvadikara adalitadalli obbane bhrashta. adakke soudi,0
Vijay prakash sir,5
I ಸೂಪರ್ Brother,0
Gaali maathina bajaaru sudhi madide sumaaru.,0
Mutturaj Melageri nkanti,0
Super song.i am d boss fan,0
@Mad Titan 8iokkiyhopbrfnllj,5
@Kirankumarkk Gowda muchole sakku dengbeka bagsi,2
Hands up ಇದು ರಕ್ಷತ್ ಅವತಾರ,0
Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla ... loo change aagro ennu time edhe,3
Aga navu yaru TV Alli nododu beda. Suvarna channel avra TRP kammi madsona. Aga avrige buddhi barutte. Olle olle films Nella isht Bega TV Alli hakudre theatre ge yaar hogtare,3
ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ,0
Super 🤟🤟🤟🤟 song,0
I like it,5
D Boss fans ಕಡೆಯಿಂದ ಆಲ್ di best,0
Kannada industry ali estu dodda dodda nayakaru edira nimana nivu nima work ali nivu busy agodu bittu e kannada natanana mathe ondu chance kodsi avarge help madi.....hale natarana maribedi plzzz,0
ಕಿಚ್ಚ ಸುದೀಪ  ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ...nಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಅಗೋದು ಪಕ್ಕ....,0
Movie chindi chitranna best movie ever,0
Super Guru,0
R.N. Laxmi Mahadev Anna.    Thamma.  Janpada.    Super,0
Super  bro,5
Kshamisi sir nanu tumba miss madkonde,0
Movie na theatre nalli nodokagilla anta and movie tumba dina odilla anta bejaragtide,0
1.45 to 2.00 super,0
Enn Guru BGM .chindhi maadbitte,0
@sonali sona link a....theatre hogi nodi nim avrindha olle films ge value illa,3
Curiousity thumba jaasthi aagthide bega release maddri,0
ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳು ವತಿಯಿಂದ  All the best,0
Superb bro ..,5
Super film,0
ಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ ಮೂವಿಗೆ ಕಾಯ್ತಾ ಇರೋರು ಲೈಕ ಮಾಡಿ nಆಲ್ ದಿ ಬೆಸ್ಟ್ from ಡಿಬಾಸ ಫ್ಯಾನ್ಸ,0
Signature stepge kaasu....Adakkentha theatre hogthini...,0
ಕಕ್ಕ ಮಾಡ್ಕೊಳ್ಳೋಕೆ ಬಂದ್ ಬಿಟ್ಟಿದ್ದಿಯ  ಇಷ್ಟೆಲ್ಲ ಹೇಳಿಕೂಡ chinaದು use ಮಾಡಲ್ಲ ನಾನ್ ಹೇಳಿರೋದು apps ಬಗ್ಗೆ ಕಣೋ products ಬಗ್ಗೆ ಅಲ್ಲ...ಮಾಡಿರೋ ಕಕ್ಕನ ತೊಳ್ಕೊಂಡು ಮನೆಗೆ ಹೋಗು,1
Tiktok sule makkla papa thumbs hurt agidri sadee nan gandu galuu,3
@prithvi nayak lo ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ಬಕೆಟ್ ಹಿಡಿದಿಲ್ಲ ಬಿಡೋ ನಮ್ ಬಾಸ್.... ಸೈಡ್ ಆರ್ಟಿಸ್ಟ್ ಇನ್ ಸೈರಾ &ದಬಾಂಗ್ 3 ಅದ್ರಲ್ಲೂ ಹೆವಿ buildupಲುಚಂದು..... ಸೈಡ್ ರೋಲ್ ಬಾಡಿ ನೇ ಇಲ್ಲಾ ಪೈಲ್ವಾನ್ ಅಂತಾ ಹೆಸರು ಬೇರೆ ಅಸ್ಥಿಪಂಜರ ಅಂತಾ ಹೇಳ್ಬೇಕು.... ಯಾವ್ ಥಿಯೇಟರ್ ಅಲ್ಲೀ ಇಲ್ಲಾ ಗುರು ಪೈಲ್ವಾನ್ 100 ಡೇಸ್ ಕೂಡ ಆಗಿಲ್ಲ utter,2
ಕಥೆ ಚೆನ್ನಾಗಿದೆ ಇದು  ದಯವಿಟ್ಟು ಕನ್ನಡ ಚಿತ್ರಗಳಿವೆ ಬೆಂಬಲ ಕೊಡಿ,0
ಬಸವರಾಜ ಕೆಂಚರಡ್ಡಿ g,0
Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu,4
ರಕ್ಷಿತ್ ಎಂಬುದು ಹೆಸರು... ASN  ಎಂಬುದು ಎಮೋಷನ್....,0
ನನಗೆ ನಿನ್ನೆ ಕಥೆ ಹೇಳಿದರು ಒಬ್ಬರು ಅದಕ್ಕೆ ವಿಡಿಯೋ ನೆನಪು ಆಯಿತು. ಸುಪರ್.... ಇವನ ಊರು ಶಿಗ್ಗ್ಲಿ,0
ಓಕೇ ಓಕೆ‌....ನನಗೆ ಗೊತ್ತಾಗಲಿಲ್ಲ.....,0
Ee music director d Boss Robert movige irli enuvru like mdidri,0
Yentha shoot madbeka,1
Bgm is,5
@Nandi Parthasarathi  ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್  ನಲ್ಲಿ  ಕೇಸಿಎನ್ ಗೌಡ್ರು owner .ಆದ್ರೂ ಬಾಡಿಗೆ therater  ಕೋಟಿರೋದ್ರ ದಿಂದ  ತುಲುಗು ಸಿನಿಮಾ 3  ರಾಜಕಮಲ್ ಹಾಕಿದನ್ನೇ,2
Guru nin heliddu super nija.adre e Bindu lowda avn ammun tukali sule maklige uriyutte ade indiyadalli gst jasti madidre strick madthare ade tik tok madi chinage amount hodre kushi agthare ivrella bharatiyaralla chinise tunnege uttdoru,2
Ond ond film ge koti koti togotira.. ellide sir nim manaviyate.. help maadi sir evrige.. samanyadavru alla evru ashwath avr maga. Kannada industry ge hemmeya actor kanri.. punith sir neeve barbeku.. shivanna.. neevadru help maadi. Esht movie li Nim Appa ji avrge appa'n role madiddu evra appa'avr. Marebedi sir,0
@Madhu Madhu thanks bro,5
Super dance step,5
Love u boss,5
Super brooo 🥰🥰🥰,5
ಬಂದ ಬಂದ ಬಂದಾ! nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ - #ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್,0
@Shivananda Kanni rrerworror,5
Trailer  super  ide sir edu Hindi nalli kuda release madi please,0
Superb song nange esta aytu,0
i love u ದಿಯಾ,0
Guru yava game edu,0
Sooper pa Rakshit.  mukali haryanga talent paa nindu,0
Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.,1
Film yavaga release?,0
Flair gun in pubg,5
@Vinay Vn  nani gentle men??,2
En guru song akkan idu song Andre akkan navgothalla,0
ನಮ್ಮ ದರ್ಶನ್ ಸರ್ ಪ್ರೆಸ್ ಮೀಟಲ್ಲಿ ಹೇಳಿದರು ಇಂಥ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಬೇಕು ಅಂತ ಕಂಡಿ ವಾಗಿಯೂ ಸಿನಿಮಾ ನೋಡುತ್ತೇವೆ ದರ್ಶನ ಅಣ್ಣ,0
Super bro nD BOSS FANS,5
Same here too..Hyderabadi Kannadiga,5
Kiccha fans kade inda congratulations pajju,0
I can't see Hindi?,5
@sachin Mankar hu bro,0
super song,5
@Manjunath v ನಾನು ಅಷ್ಟೇ ಯಶ್ ಫ್ಯಾನ್,0
@TROLL MONSTER_KANNADA ಓಹ್ ತುಕಾಲಿಗೆ ಹಟ್ಟಿದವನೆ,2
@Mithun KUDLA Kannadadalli nodi... Kannada version views jaasti maadi...,0
@Nandi Parthasarathi ಲೆ ಮುಂಡೆ ಇಲ್ಲಿ ಕೇಳು ನಿಮ್ಮ ಬಾಸ್ ಯಾವಾಗ್ಲಾದ್ರೂ help ಮಾಡಿದನಾ.... ಹೋಗ್ಲಿ ನಿಂಗೆ ಹೊಸ ಕಾಂಡೊಮ್ ಆದ್ರೂ ಕೊಡ್ಸಿದಾನ... ಲುಚ್ಚಾ ಸುದ್ವೇಪಿ,2
shankarnag sir & uppi sir nantara obb uttama actor & director sikkidane nam kannada industry ge Rakshit shatty,0
ಸಾರ್ ಅಶ್ವತ್ಥ್ ಅಪ್ಪಾಜೀ ಅಂತಹ ತಂದೆಯವರನ್ನು ಪಡೆದ ನೀವು ಧನ್ಯರು,0
Spr song,0
Looks very different,5
Yudda maadabeku hogabaradu katukara(RASMIKA) nmunde BHAGAVTHGEETHE,0
ಈ ಸಾಂಗ್ ಚನ್ನಾಗಿದೇ,0
ಸರಿಯಾಗಿ ಹೇಳಿದಿರಿ ಬ್ರದರ್,0
Communist government better enu hagadare,5
ಎಲೆ ಅಡಿಕೆ ಅಕಂಡು ಉಗಿ ಗುರು,1
Super dynamic princ prajwal sir,5
Super  song,0
Bgm is chindi,0
@10 R yaar fan adhru agli.. thandhido buddhi yake.. ivaga yela kfi kade nodtha idhare.. kachada galu heeg madthare.. d boss yavathu yelarnu encourage madthare,3
Sir  ನಮ್ಮ  ದೇಶದ  ಟ್ರೊಲ್  ಮಾಡಿ  ಹೆಣ  ಬೀಳುತ್ತೆ  ಚೀನಾ  ದೇಶದ  ಆರ್ಥಿಕತೆ  ಹೆಚ್ಚಳ  ಆಗುತ್ತೆ   ನಮ್  ಹುಡುಗೀರ್ಗೆ  ಮಾಡೋಕೆ  ಕೆಲಸ  ಇಲ್ಲಾ  ಮುಖಕೆ  ಬಣ್ಣ  ಹಚ್ಚಿ  ಇರೋ  ಹುಡುಗೀರನ್ನ  ರಚ್ಚಿಗೆ  ಎಬಿಸ್ತಾವರಷ್ಟೇ,0
One of the unique person,5
God bless prajju sir,0
Super  appu Bøss fans,5
Making is osum,5
ಗುರು ಏನ್ editing,0
Come back prajwal,5
Super 🤗 song,5
An anna nivu super bidi anna nivu,0
Ayyo  devre    en  comedy  madtira  neevu  hage  voice  sprb,0
@sathish m nNin kano gaandu sariyagi matadu darshan fans bari kettadagi matadtare troll madtidare idu ninge gottenoley darshan na bitre yargu support madolla antha rumors spread madidare adke nangu ange anusthu helde,2
Sleeping beauty syndrome bari yuvakarige mathu yuvathige maatra baruthe ee vaisinnavirige alla ondhu point movie mistake,0
Hidden details in trailer of ASNn,5
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸರ್ ನಾನು ಸನ್ನಾವಿದ್ಧಾಗ ಕೆಳಿದ ನಾಟಕ ನನ್ನ ಬಾಲ್ಯದ ನೆನಪುಗಳು ಮರುಕಳಿಸಿದವು🥰🥰,0
Anjali Devi y,5
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್ Voice,0
Namboke sadyane illa,1
ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,0
Nkn ಚಿಂದಿ,0
Nija na 🤔🤔🤔,0
ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ,0
ತುಂಬ ಚನ್ನಾಗಿ ಅಥ೯ವಾಗುವ ರೀತಿ ಮಾಹಿತಿ ನೀಡಿದ್ದಿರಾ ಧನ್ಯವಾದಗಳು...,0
Manju. D. Uttangi,5
Well said part 2 madu chinna.. chanagide,0
Super song  Handsup,5
Bro NIV helladu nija,5
Nice comment bro!!!,5
ಚೀನೀಯರ ವಿಚಿತ್ರ ಆಚಾರ ಹಾಗೂ ಅದರ ಧುಷ್ಪರಿನಾಮ ತಿಳಿಸಿ. ಉದಾಹರಣೆ,0
Sumniru bro yak nenpustiya adunna madyaratrili. Goose bumps barutte. Hegego aagutte,0
Exlent movie my favorite movie,5
100%  correct bro.,5
Bindu gowdaaaaaa yakamma,0
Boss nin vedio na use madkola roposo nalli post madtini pls bro,0
I like your video s,5
@Prithvi Vishwanath guruve nav #DBoss fans kannada songs nodoku modle like madovru sumne thika yella matadbedi.,3
super duper comedy,0
Nim matanna kadime madi pubg sceans kadime madi...,2
Odeya nodokke theater ge ogide janane eddilla vaapas banbitri nanu nan frds 🤦‍,0
jevanada sathya harithiruva jnani,0
ಕಿರ್ಯಾಕ್ ಕಿಂಗ್nಸೂಪರ್ ಡೂಪರ್,0
Youtube channel nalli ASN release promos upload madi sir,0
Anjali Devi hi,5
@Gagan Gouli baya yake bro follow madi astondu kettoralla navu,0
super movie,5
ಚೈನಾ ಮಾಲ್ ಗಳ ಉತ್ಪಾದನೆ ರಫ್ತು ಹಾಗೂ ಮಾರ್ಕೆಟಿಂಗ್ ಬಗ್ಗೆ ಎಲ್ಲಾ ಮಾಹಿತಿ ನಿೇಡಿದ್ದಿೇರಿ  ನಮನ,0
ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....,3
Who hate rashmika mandana like heare,5
Yes bro ...,5
Cinema sakkathagide guru,0
Super  songs,5
ಕೇಳಿ ನೆರೆದಿರುವ ಬಾಂಧವರೆnಭುವಿಯಲ್ಲಿ ಇವನ ಅರಿತವರೆ ಯಾರಿಲ್ಲ ಬಿಡಿnಮುನ್ನುಡಿ ಇದ್ದರದೊಂದು ದಂತಕಥೆ..nಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ...nnಮೈನವಿರೇಳಿಸೋ ಸಾಲುಗಳು,0
Majestic alli mobile and money kaltana mado sule makla nodi kalthkoli shankar Sir na shankar ashwath Sir inspiration to all,1
Top star in sandalwood. D boss,0
Super Super song  you happy,0
GOOD LUCK FOR RAKSHIT SHETTY SIR AND HIS TEAM FRM KICCHA SUDEEP SIR FANS,0
Hindi song yalli,0
Vishwajeet chauhan ok da cool,0
ರಾಜಕಾರಣಿ ಗಳಿಂದ ನಮ್ಮ ದೇಶ ಹಾಳಾಗಿದೆ Brother...,3
@Nandi Parthasarathi Loo Sisya nin Yello erodu,1
Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu,0
It makes history....pakka,0
Step was amazing 🥰 lv u raksh,5
Ban tik tok,1
Ella kannada abhimanigalu kelebekada hasya chataki,0
uoppi  3,5
Super song  anna🤓,0
Rakshit shetty fans like this,5
Rakshit setty avru ondu D boss ge script barudre eng erutte d boss fans,0
Sir nimge anatha anatha dhanyavadhagalu,0
ಇವರ ಸಿನಿಮಾದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತೆ,0
@Rohith K le nin dagar bandli agtavne modlu kudlu olskoloke yelu ella nin avnu musodilla🤣🤣,2
Jai D Boss,0
ಹೊಲಸ ರಾಜಕಿಯ ದಿಂದ ನಮ್ಮ ದೆಶ ಅದಕ್ಕೆ ಹಿಂದ ಉಳಿದಿದೆ,4
Superb song..superb making love you Rakshith sir..,0
ಅಶ್ವತ್ಥಮ್ ನಿಗೆ  ಎಷ್ಟು ಭಾಷೆ ಬರುತ್ತವೆ ಅಥವಾ ಯಾವ ಭಾಷೆ ಬರುತ್ತೆ?,0
Amazon Prime li sigtide,0
@Nandi Parthasarathi ಒನ್ ನೈಟ್ ಸಿಗೆ,2
@Doddesh Rogannavar Loki,5
Bere singer ge ee song kettidre innu cholo keltittu,2
ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಇದು ಅನವರತ....,0
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs munde gottagutte,0
@Kumara Kantirava sari bidi navella kannadigare,1
HAI NANOO KOODA ...BHARATHnNANGU ASTE NIDDE ONDU DODDA KAYILE...AGIDE,0
Correct alva guru nin mathu 100 sathya,0
Veerappan ennu badkavna elva edra bagge ondu video madi sir. 🤔,0
ಒಳ್ಳೆತನಕ್ಕೆ ಈ ಪ್ರಪಚದಲ್ಲಿ ಬೆಲೆ ಇಲ್ಲ ಸರ್ . ಆದ್ರೆ ಒಳ್ಳೆತನ ಯಾವತ್ತೂ ಸೋಲೋದ್ಧಿಲ್ಲ ಗೆದ್ಧ್ಚೆ ಗೆಲ್ಲುವೆ ಒಂದು ದಿನ,0
Chinddi hagi madidiya guru,0
Vp super voice,5
Ee song nodidmel kado kattakade preshne......Next song yavaga???!,0
Bro navu arvinda tilkotidivi andre navu avrige yenadru kodbeku dodd dodd channel galige hinde dodd vyakti irtare so skip madade nodi avrigu duddu barli  .,0
Ean dailag guru,0
ಬಿಟ್ಟ ಹೋಗಿರೋ ರಶ್ಮಿಕಾ ಗೆ ಹೇಗ್ ಆಗ್ಬೇಕು ಗೊತ್ತಾ ಯಾಕಾದ್ರೂ ಬಿಟ್ಟ ಹೋದೆ ರಕ್ಷಿತ ಅವರನ್ನ ಅಂತ ಫೀಲ್ ಆಗ್ಬೇಕು ಆ ತರಾ success ನಿಮ್ಮದಾಗಲಿ ಶ್ರೀನಮ್  ನಾರಾಯಣ ಸಿನಿಮಾ,2
Super song sir,0
Nice movie,0
@Syed Akbar even KGF had songs,5
ಏನ್ ಮ್ಯೂಸಿಕ್ ಕೊಟ್ಟೀದಿಯ ಗುರು..nI'm surrender ಟು ಲಿರಿಕ್ಸ,0
Ondu week ga 11 films release madudra.Ee traffic jam alli nimana lock madi tamil telugu vehicles ge zero traffic in karnataka.,5
Ultimate kannada movie super,5
Rakshith Sir fan like here,0
ಉಳಿದವರು ಕಂಡಂತೆ ಪಾರ್ಟ್ 2,0
I love u boss,5
Nenne bigboss nalli chandan same step maadudru..,0
Full gichhh Madi nod anaa mast,0
super songs super steps,0
Super Sir songs kicchaa big boss fan,5
